source_file,event_id,date,year,country,region,Location,latitude,longitude,loc_accuracy,Actor1,Actor2,WeakGov,FishPop,EcoChngeOther,GroundsLim,ForeignFisher,IllegalFishing,IncrEfficiency,IncrPressure,OpsScales,Markets,Poverty,FoodInsecurity,Marginalization,StratLoc,MaritimeCrime,violence_score,ViolenceScore_Explanation,Explanation,Summary,Disputed,ForcedLabor,sst_time,lon_360,matched_sst_lat,matched_sst_lon,sst_degC,sst_search_radius_deg,sst_distance_km
Oceania_No_AUS_NZL_Final,38699559964,2019-03-06 02:40:00,2019,Solomon Islands,Oceania,"Kangava Bay, Rennell Island, Solomon Islands.",-11.684,160.273,District,"Local villagers from Matanga, Vangu, Lavangu, and Kangava who rely on fishing for their livelihoods.","The shipping company King Trader and its South Korean insurer, Korea P&I Club, responsible for the oil spill.",1,1,1,0,0,0,0,,0,0,1,1,0,0,0,1,"The situation describes mainly verbal disputes and community frustration without any physical altercations or violence, hence it is coded as low-level.","The article describes a fisheries dispute event stemming from an oil spill caused by the bulk carrier MV Solomon Trader running aground in Kangava Bay, Solomon Islands. The spill has led to the contamination of water and marine life, impacting local fishing practices and creating food shortages among the coastal villagers, who now depend on deliveries from further afield. This incident has generated significant frustration among locals and authorities regarding the slow response from the shipping company and government agencies in managing the disaster.","An oil spill caused by the bulk carrier MV Solomon Trader running aground in Kangava Bay, Solomon Islands has impacted local fishing practices and created food shortages.",0.0,0.0,2019-03-01,160.273,-12.0,160.0,29.640220642089844,2.0,46.014575344790615
Oceania_No_AUS_NZL_Final,53225464993,2024-03-01 20:35:00,2019,Papua New Guinea,Oceania,"New Ireland Province, Papua New Guinea, specifically near the Bismarck Sea.",-3.792,152.622,Region,Solwara Warriors and Prime Minister Marape,Deep Sea Mining Operators,0,1,1,0,0,0,0,,0,0,1,1,0,1,0,1,"The level of conflict described is primarily based on activism and campaigning against the mining project, indicating mid-level confrontation such as protests and community resistance without direct physical violence.","With the support of the Solwara Warriors, Prime Minister Marape put a10-year moratorium on sea bed mining in place","With the support of the Solwara Warriors, Prime Minister Marape put a10-year moratorium on sea bed mining in place",0.0,0.0,2024-03-01,152.622,-4.0,152.0,30.606021881103516,2.0,72.77633291028587
Oceania_No_AUS_NZL_Final,42127408570,2020-05-16 18:05:00,2020,Nauru,Oceania,"Waters off Nauru, southwest Pacific, and fishing operations in Papua New Guinea.",-0.648,166.974,Country,"Eritara Kaierua, a fisheries observer for the Kiribati government.","The Taiwanese-flagged fishing vessel Win Far 636, operated by a largely Vietnamese crew.",1,1,1,0,1,1,0,,0,0,0,0,0,0,1,3,"The violence score is assigned as high-level (3) due to the brutal murder of Eritara Kaierua, which involved physical harm and ultimately resulted in his death.","The article discusses the murder of fisheries observer Eritara Kaierua aboard the Taiwanese-flagged fishing vessel Win Far 636 while fishing in Papua New Guinea. This incident highlights the dangers and conflicts faced by fisheries observers in the Pacific, emphasizing issues of safety, accountability, and governance in the fishing industry.",Fisheries observer Eritara Kaierua was murdered aboard the Taiwanese-flagged fishing vessel Win Far 636.,0.0,0.0,2020-05-01,166.974,0.0,166.0,29.756057739257812,2.0,130.08093477337664
Oceania_No_AUS_NZL_Final,42917585816,2020-08-25 08:34:00,2020,Papua New Guinea,Oceania,"Kavieng port, New Ireland province, Papua New Guinea",-2.585,150.789,Town,Papua New Guinea navy,Unidentified foreign vessel with a multinational crew,0,0,0,1,1,1,0,,0,0,0,0,0,0,0,3,Injury,"A confrontation occurred between the Papua New Guinea navy and an unidentified foreign vessel that failed to obey orders to stop. The incident escalated to gunfire, injuring a crew member of the foreign ship, prompting an investigation involving several authorities.",A confrontation occurred between the Papua New Guinea navy and an unidentified foreign vessel that failed to obey orders to stop.,0.0,0.0,2020-08-01,150.789,-2.0,150.0,30.24907875061035,2.0,109.16060235624103
Oceania_No_AUS_NZL_Final,43584851516,2020-11-17 12:00:00,2020,American Samoa,Oceania,Federal waters around American Samoa,-14.044,-170.298,Region,National Oceanic and Atmospheric Administration (NOAA) and National Marine Fisheries Service (NMFS),American Samoan fishermen and the Department of Marine and Wildlife Resources (DMWR),0,1,0,1,0,0,0,,0,0,1,1,0,0,0,1,"The dispute appears to be primarily administrative and regulatory in nature, involving no physical conflict but rather discussions and comments around fishing limits.",The article discusses a temporary rule implemented by NMFS to establish an interim catch limit for American Samoa bottomfish in response to overfishing concerns. This rule aims to reduce overfishing while balancing socio-economic impacts on fishing communities in American Samoa.,NMFS established an interim catch limit for American Samoa bottomfish in response to overfishing concerns.,0.0,0.0,2020-11-01,189.702,-14.0,190.0,28.736234664916992,2.0,32.51888041378068
Oceania_No_AUS_NZL_Final,42095222147,2020-05-12 12:00:00,2020,High Seas,Oceania,"Pacific Ocean, near Samoa, and later in South Korea where the surviving crew disembarked.",-12.425,-173.69,International,"Dalian Ocean Fishing, a Chinese fishing company that owns the Long Xing 629.",Indonesian National Police,1,1,0,0,1,1,0,,0,1,1,0,1,0,1,3,"The situation involved severe physical and mental abuse against the fishermen, leading to multiple fatalities and ongoing violations of their rights, indicative of high-level violence.","The article discusses the exploitation and mistreatment of Indonesian fishermen working for the Chinese company Dalian Ocean Fishing aboard the vessel Long Xing 629. Four fishermen died under traumatic conditions during a 13-month trip, facing severe labor abuses, inadequate food, and lack of medical care. The incident has led to investigations by Indonesian and Chinese authorities into the circumstances surrounding their deaths and working conditions. The Dalian vessel also utilized banned fishing gear to target and fin sharks in international waters.","Four fishermen died under traumatic conditions during a 13-month trip aboard the vessel Long Xing 629, facing severe labor abuses, inadequate food, and lack of medical care.",0.0,1.0,2020-05-01,186.31,-12.0,186.0,29.778303146362305,2.0,58.03738157215885
Oceania_No_AUS_NZL_Final,41562853708,2020-03-07 12:00:00,2020,Multiple,Oceania,"Western Pacific waters, where SPTC operates its fishing vessels.",-11.275,172.145,International,"South Pacific Tuna Corporation (SPTC), a corporation operating a fleet of U.S.-flagged purse seine fishing vessels that fish for tuna.","National Oceanic and Atmospheric Administration Office of Law Enforcement (NOAA OLE), responsible for bringing enforcement actions against SPTC.",1,1,0,0,0,0,0,,0,0,0,0,0,0,0,1,"The article discusses verbal disputes regarding regulatory practices and enforcement without any physical altercations or threats, hence labeled as low-level violence.","The article discusses the grievances of the South Pacific Tuna Corporation (SPTC) concerning administrative enforcement actions taken against them by the NOAA Office of Law Enforcement (OLE). SPTC argues that these actions arise from vague regulations, lack of due process, and unfair investigatory practices, leading to disputes over fishing violations based on outdated evidence and ambiguous definitions.","The South Pacific Tuna Corporation (SPTC) argued they experienced vague regulations, lack of due process, and unfair investigatory practices by the NOAA Office of Law Enforcement (OLE).",0.0,0.0,2020-03-01,172.145,-12.0,172.0,30.071619033813477,2.0,82.1484591291416
Oceania_No_AUS_NZL_Final,43793239656,2020-12-15 03:47:00,2020,Palau,Oceania,"Helen Reef, Palau's territorial waters.",2.875,131.776,District,"The Chinese fishing vessel and its crew, which were intercepted while allegedly engaging in illegal fishing activities.","The government of Palau, which is enforcing its fishing laws and territorial sovereignty against foreign incursions.",0,1,0,1,1,1,0,,0,1,0,0,0,0,0,2,Vessel detained,"A Chinese fishing vessel was detained by Palauan authorities for allegedly illegally harvesting sea cucumber in Palau's territorial waters. This incident has drawn attention due to the diplomatic relationship between Palau, which is allied with Taiwan, and China. The action demonstrates the increasing pressure on Pacific states to monitor their waters against incursions and illegal fishing, highlighting the significance of marine resource management in international relations.",A Chinese fishing vessel was detained by Palauan authorities for allegedly illegally harvesting sea cucumber in Palau's territorial waters.,0.0,0.0,2020-12-01,131.776,2.0,132.0,30.01943016052246,2.0,100.42750426881001
Oceania_No_AUS_NZL_Final,43770600625,2020-12-10 17:38:00,2020,Papua New Guinea,Oceania,"Daru Island, Papua New Guinea, bordering the Torres Strait.",-9.081,143.208,Town,"The Australian government, represented by Foreign Minister Marise Payne, who is concerned about the impact of Chinese fishing operations on national interests and security.","The Chinese government, specifically through its company Fujian Zhonghong Fishery Company, which is seeking to establish a fishing operation in Papua New Guinea's Western Province, and the Papua New Guinea government",1,1,0,1,1,1,0,,1,1,1,0,0,1,0,1,"The article describes verbal disputes and concerns over national security rather than actual physical confrontations, warranting a low-level violence score.","The article discusses a fisheries dispute between Australia and China concerning the establishment of a Chinese multifunctional fishery industrial park on the PNG island of Daru in the Torres Strait, which raised security concerns for Australia due to the potential for overfishing and the involvement of Chinese vessels, which are suspected of operating under PNG flags in Australian waters. The situation is further complicated by allegations of strategic threats posed by China's maritime militia. PNG's Governor, Toboi Awi Yoto, criticizes Australia for not presenting an alternative to the Chinese investment, accusing them of wanting to maintain the status quo of poverty in the region. ",A dispute between Australia and China concerning the establishment of a Chinese multifunctional fishery industrial park on the PNG island of Daru in the Torres Strait.,0.0,0.0,2020-12-01,143.208,-10.0,144.0,29.23961067199707,2.0,134.10766359689075
Oceania_No_AUS_NZL_Final,42887148389,2020-08-21 01:25:00,2020,Vanuatu,Oceania,"Pacific waters where the Da Wang operates and transfers cargo, flagged in Vanuatu and registered to Taiwan.",-14.444,171.021,International,"U.S. Customs and Border Protection, a federal agency responsible for managing customs regulations and enforcing laws against human trafficking and forced labor.","Taiwan-based fishing company FCF and its associated vessel Da Wang, which is involved in supplying seafood to the global market.",1,0,0,0,0,0,0,,0,1,1,0,1,0,1,3,"The discussion of severe abuses, beatings, and a worker's death due to mistreatment indicates high-level violence in the context of this fisheries dispute.","The article discusses the U.S. decision to halt imports from the Taiwanese fishing vessel Da Wang due to reports of forced labor and abusive conditions aboard. This action follows a broader investigation into human rights violations in the global fishing industry, particularly involving migrant workers subjected to severe abuse. The story emphasizes the impact of these violations on supply chains and the legal ramifications for companies involved in unethical practices.",The U.S. has halted imports from the Taiwanese fishing vessel Da Wang due to reports of forced labor and abusive conditions aboard.,0.0,1.0,2020-08-01,171.021,-14.0,172.0,27.9689884185791,2.0,116.5013115358899
Oceania_No_AUS_NZL_Final,45244203573,2021-06-25 12:00:00,2021,Micronesia,Oceania,"Federated States of Micronesia, specifically within its exclusive economic zone.",6.45,158.063,Country,"Taiyo Micronesia Corp, a joint venture between Japanese fishing company Taiyo A & F Corporation and FSM National Fisheries Corporation.",Federated States of Micronesia government authorities and the judicial system.,1,1,0,0,1,1,0,,0,1,0,0,0,0,0,2,Legal charges,"Taiyo Micronesia Corp, a joint venture between a Japanese fishing company and a local entity, is facing legal charges related to illegal practices in fishing, including unlawfully removing shark fins and hindering official fish sampling procedures, which has sparked a fisheries dispute in the Federated States of Micronesia.",Taiyo Micronesia Corp was accused of unlawfully removing shark fins and hindering official fish sampling procedures.,0.0,0.0,2021-06-01,158.063,6.0,158.0,29.583953857421875,2.0,50.519994235874165
Oceania_No_AUS_NZL_Final,46365704567,2021-11-18 12:00:00,2021,American Samoa,Oceania,"Pago Pago Harbor, American Samoa.",-14.844,-169.925,International,JM Fisheries LLC and G.S. Fisheries Inc. are commercial fishing companies based in San Diego.,"The U.S. Department of Justice, overseeing the enforcement of Clean Water Act violations.",0,0,1,0,0,0,0,,0,0,0,0,0,0,0,2,Fines,"The article describes a fisheries dispute event involving JM Fisheries LLC and G.S. Fisheries Inc. regarding oil pollution violations from their commercial fishing vessel, Capt. Vincent Gann, which led to a civil complaint filed by the U.S. Department of Justice and a settlement agreement to resolve claims related to discharges of oil into Pago Pago Harbor.","JM Fisheries LLC and G.S. Fisheries Inc. were in a dispute regarding oil pollution violations from their commercial fishing vessel, Capt. Vincent Gann.",0.0,0.0,2021-11-01,190.075,-14.0,190.0,28.691280364990234,2.0,94.1954241097551
Oceania_No_AUS_NZL_Final,49307268926,2021-08-04 12:00:00,2021,Fiji,Oceania,"Pacific Ocean, involving fishing operations based out of Fiji.",-15.648,174.089,International,"The operator of the Hangton No. 112, a Chinese national, who is accused of forcing migrant workers into labor conditions defined as forced labor under international standards.","U.S. Customs and Border Protection agency, responsible for halting the import of the vessel's seafood due to labor violation concerns.",0,0,0,0,1,0,0,,0,1,1,0,1,0,1,1,"The article describes serious allegations but does not indicate physical violence; rather, it discusses abuses that are characterized more as labor exploitation than violent conflict.","The article discusses a fisheries dispute involving the Hangton No. 112, a tuna fishing boat operated by a Chinese national, accused of utilizing forced labor within its crew. The U.S. Customs and Border Protection (CBP) has blocked the import of seafood from this vessel after finding credible evidence of human rights abuses against migrant workers.",The U.S. Customs and Border Protection (CBP) has blocked the import of seafood from the Hangton No. 112 for utilizing forced labor.,0.0,1.0,2021-08-01,174.089,-16.0,174.0,26.89137840270996,2.0,40.28204020418315
Oceania_No_AUS_NZL_Final,44091206857,2021-01-25 19:00:00,2021,Vanuatu,Oceania,Vanuatu's northern waters near the Torres islands and the capital Port Vila.,-12.57,166.955,Region,"Vanuatu authorities, including the department of fisheries and police maritime wing, responsible for monitoring and detaining the Chinese fishing vessels.","The Chinese fishing vessels Dong Gang Xing 13 and Dong Gang Xing 16, accused of illegal fishing activities in Vanuatu's waters.",0,0,0,1,1,1,0,,0,0,0,0,0,1,0,2,Confiscation,"The article discusses the detention of two Chinese fishing vessels by Vanuatu authorities amid allegations of illegal fishing within Vanuatu's territorial waters. This incident marks a notable event in the larger context of illegal fishing practices involving Chinese vessels in the Pacific region, highlighting tensions around fishery governance and territorial integrity among nations.",Two Chinese fishing vessels weredetained by Vanuatu authorities amid allegations of illegal fishing within Vanuatu's territorial waters.,0.0,0.0,2021-01-01,166.955,-12.0,166.0,29.882020950317383,2.0,121.58572901256642
Oceania_No_AUS_NZL_Final,47881393326,2022-06-01 12:00:00,2022,Niue,Oceania,"Niue, an island country in the South Pacific located north of New Zealand.",-19.069,-169.831,Country,"The government of Niue, which is taking proactive measures to protect its marine biodiversity and establish a sustainable fishing environment.","Individuals or groups who might infringe upon the marine park regulations, potentially including illegal fishers or tourists.",0,1,1,1,0,0,0,,1,0,0,0,0,0,0,1,"The article describes regulatory measures and fines but does not mention any violent confrontations; thus, the dispute is categorized as low-level in terms of violence.","The article describes Niue's efforts to protect its marine environment by establishing a multi-purpose marine park called 'Niue Nukutuluea' that aims to safeguard 100% of its ocean. This initiative is a response to threats like overfishing and climate change, and violators can face hefty fines.",Niue established a multi-purpose marine park called 'Niue Nukutuluea' that aims to safeguard 100% of its ocean.,0.0,0.0,2022-06-01,190.169,-20.0,190.0,26.76868438720703,2.0,105.02641489405292
Oceania_No_AUS_NZL_Final,48573074450,2022-08-25 12:00:00,2022,Papua New Guinea,Oceania,"Waters of Papua New Guinea, specifically near Merauke, Papua, Indonesia.",-9.322,141.11,District,"Indonesian government and its affected fishermen from the vessels MV Calvin 02, MV Arsila 77, MV Baraka Paris",Papua New Guinea government and its security forces.,1,0,0,1,1,1,0,,0,0,0,0,0,0,0,3,"The event resulted in a fatal shooting, which constitutes a high-level of violence (score 3), given the death of the fisherman.","A fisheries dispute occurred between Indonesia and Papua New Guinea (PNG) following the fatal shooting of an Indonesian fisherman, Sugeng, by PNG security forces while he was allegedly fishing in PNG waters on the MV Calvin 02. The Indonesian government seeks accountability and further investigation into the incident, including the detention of additional Indonesian fishing boats (MV Arsila 77 and MV Baraka Paris) and crew by PNG authorities.","An Indonesian fisherman, Sugeng,  was shot by by PNG security forces while he was allegedly fishing in PNG waters on the MV Calvin 02, other vessels were detained.",0.0,0.0,2022-08-01,141.11,-10.0,142.0,26.519386291503906,2.0,123.29436057463927
Oceania_No_AUS_NZL_Final,48617254405,2022-08-29 22:17:00,2022,Solomon Islands,Oceania,"Honiara, Solomon Islands",-8.604,159.198,Country,"The United States, particularly the US Coast Guard and Navy, and their allies involved in regional fisheries enforcement and humanitarian missions.","The Solomon Islands government, led by Prime Minister Manasseh Sogavare, which has formed a security pact with China and imposed the naval moratorium.",1,0,0,0,0,1,0,,0,0,0,0,0,1,0,1,"The situation described involves diplomatic tensions and verbal disputes but no physical violence, therefore it is rated as low-level (1).","The article discusses a moratorium imposed by the Solomon Islands government on naval vessels entering its ports amid rising tensions with the US and its allies, following a security pact with China. The government cited the need to review approval procedures for such visits, which has affected foreign naval ship operations, including a US Coast Guard vessel engaged in monitoring illegal fishing.","The Solomon Islands government imposed a moratorium on naval vessels entering its ports amid rising tensions with the US and its allies, following a security pact with China.",0.0,0.0,2022-08-01,159.198,-8.0,160.0,29.26894760131836,2.0,110.89449586895182
Oceania_No_AUS_NZL_Final,49793438343,2022-12-16 12:00:00,2022,American Samoa,Oceania,Territorial waters of American Samoa.,-14.153,-170.668,Region,"Territory of American Samoa, represented by its government and the Governor's Office, advocating for local fishing rights.","U.S National Marine Fisheries Service (NMFS), a federal agency responsible for the management and conservation of marine resources, including the regulation of the LVPA.",1,0,0,1,1,0,0,,0,0,0,0,1,0,0,1,"The legal proceedings surrounding the dispute involve no physical actions and are limited to verbal and legal complaints; thus, the violence score is low.","The Fisheries Dispute Event centers around a legal battle between the Territory of American Samoa and the U.S National Marine Fisheries Service regarding the Large Vessel Protected Area (LVPA). This dispute arose when NMFS reduced the LVPA's boundaries from 50 miles to 12, a decision that American Samoa claims threatens their cultural fishing rights and was made arbitrarily.",The NMFS reduced the Large Vessel Protected Area's (LVPA) boundaries from 50 miles to 12.,0.0,0.0,2022-12-01,189.332,-14.0,190.0,28.963199615478516,2.0,74.02912103027616
Oceania_No_AUS_NZL_Final,47304546473,2022-03-19 20:49:00,2022,Guam,Oceania,"South Pacific District Court, likely situated in a coastal area where commercial fishing is practiced.",13.784,144.91,Region,"Rudy M. Johanson, who has been arraigned for using unlawful gear in commercial fishing.",The local regulatory authorities or courts that oversee fishing practices and enforce the laws against illegal fishing.,0,1,0,0,0,1,1,,0,0,0,0,0,0,0,2,Legal charges,"The article details various court hearings and actions related to individuals charged with multiple offenses, including fishery-related violations. One specific individual faces charges for using unlawful gear while commercial fishing, indicating a dispute surrounding legal fishing practices in the area.",An individual faces charges for using unlawful gear while commercial fishing.,0.0,0.0,2022-03-01,144.91,14.0,144.0,28.234539031982422,2.0,101.12129384132793
Oceania_No_AUS_NZL_Final,49792916505,2022-12-19 12:00:00,2022,Guam,Oceania,"Piti Bomb Hole Marine Preserve Area, specifically between Pedro Santos Park and USO Beach.",13.473,144.697,Town,"Timothy Terry, a 41-year-old man arrested for illegal fishing activities, and another unidentified individual who evaded arrest and is under investigation.",Conservation Officers,0,0,1,1,0,1,0,,0,0,0,0,0,0,0,2,Arrest,"The article discusses an illegal fishing incident resulting in the arrest of one individual and an ongoing investigation of another. Conservation officers were monitoring the Piti Bomb Hole Marine Preserve Area during a night patrol when they discovered two individuals engaged in spearfishing, a prohibited activity within the marine preserve.",Conservation officers were monitoring the Piti Bomb Hole Marine Preserve Area during a night patrol when they discovered two individuals engaged in spearfishing.,0.0,0.0,2022-12-01,144.697,14.0,144.0,29.15110206604004,2.0,95.4037646781481
Oceania_No_AUS_NZL_Final,48874657543,2022-03-01 12:00:00,2022,Multiple,Oceania,"New Caledonia and French Polynesia, specifically surrounding the Natural Park of the Coral Sea and the proposed LSMPAs in the Austral and Marquesas Islands.",-9.32,-138.705,International,"French government and local governments of New Caledonia and French Polynesia, involved in establishing policies and regulations for marine protected areas.","Customary authorities and environmental NGOs like Pew Charitable Trusts, which advocate for conservation efforts and may challenge the local governments' authority.",1,1,1,1,0,0,0,,0,0,0,0,1,0,0,1,"The ongoing tensions and disputes related to sovereignty and resource management suggest mid-level conflict, including political tensions and potential for property damage or institutional challenges, without physical harm.","The article discusses the establishment and governance of large-scale marine protected areas (LSMPAs) in New Caledonia and French Polynesia, highlighting the complex interplay between various actors, including state governments, NGOs, local communities, and customary authorities. It describes ongoing disputes over sovereignty and resource management, particularly related to the Natural Park of the Coral Sea and the proposed LSMPAs in the Austral and Marquesas Islands. The governance process is influenced by historical colonial relationships, local political dynamics, and environmental conservation efforts, creating a redefinition of sovereignty and resource management strategies in these territories.",Large-scale marine protected areas (LSMPAs) in New Caledonia and French Polynesia were established amid ongoing disputes over sovereignty and resource management.,0.0,0.0,2022-03-01,221.295,-10.0,222.0,27.61043357849121,2.0,108.11805926397454
Oceania_No_AUS_NZL_Final,47327449690,2022-03-22 16:25:00,2022,Northern Mariana Islands,Oceania,"Commonwealth of the Northern Mariana Islands, specifically within the proposed marine sanctuary covering up to 57.5% of its territorial waters.",15.058,145.707,Region,"Proponents of the marine sanctuary, including federal advisory groups and conservation organizations, who argue for increased protections of the marine environment.","Local fishing industry representatives, including Wespac panels and CNMI Governor Ralph Torres, who oppose the sanctuary for fear of restricted fishing access and economic implications.",1,0,1,1,0,0,0,,0,0,1,0,0,0,0,1,"The event is characterized by verbal disputes and objections to the sanctuary proposal, with no reported physical confrontations or harm.","A proposal for a new marine sanctuary in the Commonwealth of the Northern Mariana Islands is sparking significant pushback from local fishing interests who fear that it will restrict their access to fishing grounds that are culturally and economically vital. The proposal is seen as particularly contentious as it has become intertwined with local governance and feelings of representation among the Chamorro and Refaluwasch people, highlighting broader issues of identity and ownership regarding their waters.",A proposal for a new marine sanctuary sparked significant pushback from local fishing interests who fear that it will restrict their access to fishing grounds.,0.0,0.0,2022-03-01,145.707,16.0,146.0,27.90585708618164,2.0,109.34806167636721
Oceania_No_AUS_NZL_Final,47572267385,2022-04-22 17:05:00,2022,Palau,Oceania,"Palau National Marine Sanctuary (PNMS), Palau, a vast marine protected area in the Pacific Ocean.",4.509,133.977,Region,"The government of Palau, represented by President Surangel Whipps Jr. and other officials, seeks to open the PNMS to foreign fishing and oil exploration to boost the economy.","Local citizens and environmental groups, including the Ebiil Society, who oppose the government's proposal and advocate for the preservation of the PNMS and its resources.",1,1,0,1,1,0,0,,1,0,1,0,0,0,0,1,"The event involves verbal disputes and significant public opposition, but does not escalate to property damage or physical harm, thus warranting a low-level violence score.","The article discusses a proposed law by the National Congress of Palau to open the Palau National Marine Sanctuary (PNMS) to commercial fishing and oil exploration, amidst public opposition citing environmental concerns. The new legislation aims to temporarily reopen 50% of the Exclusive Economic Zone (EEZ) to foreign fishing to address economic losses exacerbated by the COVID-19 pandemic and declining tourism, leading to conflict between governmental and local interest groups.","The National Congress is considering opening the National Marine Sanctuary (PNMS) to commercial fishing and oil exploration, amidst public opposition citing environmental concerns.",0.0,0.0,2022-04-01,133.977,4.0,134.0,29.64105987548828,2.0,56.65565216174357
Oceania_No_AUS_NZL_Final,48582003719,2022-08-26 07:55:00,2022,Solomon Islands,Oceania,"Honiara, the capital of the Solomon Islands, and surrounding waters in the South Pacific.",-9.434,159.956,Town,U.S. Coast Guard Cutter Oliver Henry engaged in routine patrols for illegal fishing,"Government of the Solomon Islands, which has engaged in security pacts with China, leading to tensions with the U.S.",1,0,0,0,0,1,0,,0,0,0,0,0,1,0,1,"The article describes a diplomatic confrontation without physical violence; thus, it receives a low-level violence score.","The fisheries dispute event revolves around the refusal of the Solomon Islands government to grant the US Coast Guard vessel USCGC Oliver Henry diplomatic clearance to refuel while it was patrolling for illegal fishing. This incident reflects tensions between the Solomon Islands and the US, heightened by the Islands' recent security pact with China. The refusal for port access highlights the disputes over maritime authority and surveillance in a region where multiple countries are engaged in efforts to monitor illegal fishing.",The Solomon Islands government refused to grant the US Coast Guard vessel USCGC Oliver Henry diplomatic clearance to refuel while it was patrolling for illegal fishing.,0.0,0.0,2022-08-01,159.956,-10.0,160.0,28.933530807495117,2.0,63.120809840150926
Oceania_No_AUS_NZL_Final,51742944165,2023-09-07 12:00:00,2023,Multiple,Oceania,Vanuatu,-11.43,171.335,International,The Melanesian Spearhead Group and FLNKS,Deep Sea Mining Operators,0,1,1,0,0,0,0,,0,0,1,1,0,1,0,1,"The article describes a peaceful opposition to the mining project, indicating that the disputes involve petitions, protests, and legal challenges rather than physical confrontations, which fits the low-level violence category.","The Fisheries Dispute Event arises from the opposition to the Solwara 1 deep-sea mining project in Papua New Guinea, primarily due to concerns over its impact on local fisheries and communities. The Melanesian Spearhead Group issued a moratorium on deep-sea mining as deep-sea mining could devastate fragile and still poorly understood benthic ecosystems, as well as the critical fisheries they support and on which many human communities rely.",The Melanesian Spearhead Group issued a moratorium on deep-sea mining.,0.0,0.0,2023-09-01,171.335,-12.0,172.0,28.534194946289062,2.0,96.2263040180188
Oceania_No_AUS_NZL_Final,51601348845,2023-08-21 10:30:00,2023,Papua New Guinea,Oceania,Papua New Guinea waters,-7.988,153.192,Country,Indonesian fishermen on the KMN Sanjaya 108 boat,Papua New Guinea authorities enforcing territorial and fishing laws,0,0,0,1,1,1,0,,0,0,0,0,0,0,0,2,Arrests,"The event details the arrest of the Sanjaya 109 ship and its crew on suspicions of illegal fishing and violating territorial boundaries in Papua New Guinea (PNG) waters. This case highlights a fisheries dispute involving Indonesian fishermen accused of illegal fishing practices, leading to their repatriation processes being facilitated by the Indonesian Embassy.",The Sanjaya 109 ship and its crew were detained on suspicions of illegal fishing and violating territorial boundaries in Papua New Guinea (PNG) waters.,0.0,0.0,2023-08-01,153.192,-8.0,154.0,28.392871856689453,2.0,88.98243012326898
Oceania_No_AUS_NZL_Final,50878704363,2023-05-24 12:00:00,2023,American Samoa,Oceania,"The highway in front of the Tauese Pita Sunia Ocean Center in Utulei, American Samoa.",-14.276,-170.682,Town,"Local fishermen and cannery workers, including female employees of StarKist Samoa, who rely on fishing for their jobs.","NOAA (National Oceanic and Atmospheric Administration), the federal agency responsible for the proposed expansion of the marine sanctuary.",1,0,1,1,0,0,0,,0,0,1,0,0,0,0,1,"The event involves a peaceful protest consisting of sign-holding and expressing opposition to the marine sanctuary expansion, indicating a low level of conflict.","The event involves a protest by employees of StarKist Samoa against the proposed expansion of the Pacific Remote Island Marine National Monument, which they believe may threaten their jobs by limiting fishing access essential for the cannery's operations. The protest highlights the economic implications of environmental regulations on local livelihoods.","Employees of StarKist Samoa protested against the proposed expansion of the Pacific Remote Island Marine National Monument, which they believe may threaten their jobs.",0.0,0.0,2023-05-01,189.318,-14.0,190.0,29.3281192779541,2.0,79.68483422150416
Oceania_No_AUS_NZL_Final,51138301717,2023-06-23 12:00:00,2023,American Samoa,Oceania,"Fagaitua Village, American Samoa.",-14.268,-170.614,Town,"Village officials of Fagaitua, including Mayor Agaolei'a Manumalo Pauesi, who advocate for local curfews and the protection of marine resources.","External fishermen suspected of using illegal fishing methods, such as poison, to catch fish at night.",0,1,0,1,1,1,0,,1,0,0,0,0,0,0,1,"The article indicates a low-level dispute primarily involving warnings, curfews, and the need for community action rather than physical violence.","The event is characterized by village officials in Fagaitua, American Samoa, responding to illegal fishing practices by outsiders, including the suspected use of poison to catch fish, which threatens local marine life. Village authorities are implementing curfews and enforcing bans on outside fishermen to protect their marine environment and ensure community safety amid growing concerns about drug use and illegal activities.","Village officials in Fagaitua, American Samoa, responding to illegal fishing practices by outsiders by implementing curfews and enforcing bans on outside fishermen.",0.0,0.0,2023-06-01,189.386,-14.0,190.0,28.905866622924805,2.0,72.60433829386008
Oceania_No_AUS_NZL_Final,50172992492,2023-03-06 03:27:00,2023,Fiji,Oceania,"Near Suva, Fiji, specifically in an area containing remnants of mangrove forest.",-18.119,178.528,District,"Local residents and conservationists in Fiji, who oppose the proposed mega-project due to its environmental impact and threat to traditional fisheries.","Chinese developers proposing a US$300 million hotel, apartment, and marina complex near Suva, Fiji.",1,1,1,1,0,0,0,,0,0,0,0,0,1,0,1,"The dispute appears to be more about verbal opposition and calls for sustainable development rather than physical violence, thus it is rated as low-level.","The article discusses the challenges and disputes surrounding tourism development in the Pacific Islands post-COVID-19. It highlights a specific fisheries-related dispute involving a proposed mega-project in Fiji by Chinese developers that threatens local environmental and fisheries resources, causing opposition from local communities and activists.",A proposed mega-project in Fiji by Chinese developers that threatens local environmental and fisheries resources has caused opposition from local communities and activists.,0.0,0.0,2023-03-01,178.528,-18.0,178.0,29.169696807861328,2.0,57.36546090469926
