source_file,event_id,date,year,country,region,Location,latitude,longitude,loc_accuracy,Actor1,Actor2,WeakGov,FishPop,EcoChngeOther,GroundsLim,ForeignFisher,IllegalFishing,IncrEfficiency,IncrPressure,OpsScales,Markets,Poverty,FoodInsecurity,Marginalization,StratLoc,MaritimeCrime,violence_score,ViolenceScore_Explanation,Explanation,Summary,Disputed,ForcedLabor,sst_time,lon_360,matched_sst_lat,matched_sst_lon,sst_degC,sst_search_radius_deg,sst_distance_km,sst_month,sst_historical_same_month_mean_degC,sst_diff_same_month_degC,soi
Oceania_No_AUS_NZL_Final,39012298686,4/15/2019,2019,American Samoa,Oceania,"Pago Pago Harbor, American Samoa.",-14.271,-170.687,Town,"StarKist Co., the world's largest supplier of canned tuna, operates a facility in American Samoa.","U.S. Environmental Protection Agency (EPA), a governmental body responsible for environmental protection.",0,0,1,0,0,0,0,,0,0,0,0,0,0,0,2,Legal charges and fines,"The fisheries dispute event involves StarKist Co., a major tuna processing company, facing penalties for environmental violations at its facility in American Samoa, particularly regarding unauthorized wastewater discharges into Pago Pago Harbor. These violations are tied to compliance issues that affect local marine resources.","StarKist Co., a major tuna processing company, faced penalties for environmental violations at its facility in American Samoa.",0,0,4/1/2019,189.313,-14,190,29.73147964477539,2,79.97225439856778,4,28.99664306640625,0.7348365783691406,0.1
Oceania_No_AUS_NZL_Final,40440216942,10/16/2019,2019,Cook Islands,Oceania,"Marae Moana marine protected area, Cook Islands.",-20.601,-158.253,Country,"Jacqueline Evans, a marine scientist and director of Marae Moana, who advocated for a moratorium on seabed mining.","Ben Ponia, chief of staff to Prime Minister Henry Puna, who opposed the moratorium and played a role in Evans' dismissal.",1,0,1,1,0,0,0,,0,0,0,0,1,1,0,2,Job Dismissal,"The Cook Islands faced a fisheries dispute with internal government dynamics over the management of the Marae Moana marine protected area, particularly regarding the contentious issue of seabed mining. Jacqueline Evans, the director of Marae Moana, was dismissed by government officials after advocating for a moratorium on seabed mining aimed at protecting the marine environment. This dismissal reflects underlying conflicts between conservation and economic interests within the government.","The director of Marae Moana, was dismissed by government officials after advocating for a moratorium on seabed mining aimed at protecting the marine environment.",0,0,10/1/2019,201.747,-20,202,25.995216369628906,2,71.84814352128038,10,25.220043182373047,0.7751731872558594,-0.4
Oceania_No_AUS_NZL_Final,39244161806,5/17/2019,2019,Fiji,Oceania,"Malolo Island, Fiji, specifically on the coral reef surrounding the island.",-17.8,177.133,District,"Jona Ratu and his partners (Navrin Fox and Woody Jack), local landowners concerned about environmental damage.","Freesoul Development Company, a real estate development firm with ties to China involved in the construction of a large holiday resort.",1,1,1,0,0,0,0,,0,0,0,0,0,1,0,1,"The violence is considered low-level, focusing mainly on disputes and environmental damage without any physical confrontation indicated.","The article discusses a fisheries dispute involving illegal activities by a Chinese casino developer, Freesoul Real Estate, which caused environmental damage and disrupted traditional fisheries on Malolo Island in Fiji. The dispute highlights the broader issue of foreign investments in the Pacific Islands, particularly by Chinese entities linked to corruption and environmental degradation. The Freesoul real estate development company, which commenced dredging work on a coral reef near Malolo Island, Fiji, without proper legal and environmental approvals. This led to ecological degradation, loss of fishing grounds, and anger among local landowners, revealing critical governance issues in Fiji regarding environmental protection.","Illegal activities by a Chinese casino developer, Freesoul Real Estate, caused environmental damage and disrupted traditional fisheries leading to anger among local landowners.",0,0,5/1/2019,177.133,-18,178,27.49730873,2,94.39632242439075,5,27.039960861206055,0.4573478698730469,-0.4
Oceania_No_AUS_NZL_Final,52504938904,2/9/2019,2019,Guam,Oceania,"Northern Guam, specifically near the ancient CHamoru village of Haputo.",13.584,144.822,District,Local residents and CHamoru fishermen protesting against the military's proposed danger zone.,U.S. Navy and military planners looking to expand the surface danger zone for a firing range.,1,1,1,1,0,0,0,,0,0,0,0,1,1,0,1,"The protest is characterized as peaceful with only verbal disputes, fitting the low-level violence score.","Local residents, including CHamoru fishermen and political figures, protested against a proposed expansion of a military surface danger zone in northern Guam. The planned extension threatens access to traditional fishing grounds which have cultural significance for the CHamoru people. The demonstrators voiced concerns over environmental contamination and the destruction of sacred sites due to military activities.",Local residents protested against a proposed expansion of a military surface danger zone in northern Guam.,0,0,2/1/2019,144.822,14,144,27.609521865844727,2,100.09609926937497,2,27.235393524169922,0.3741283416748047,-1.4
Oceania_No_AUS_NZL_Final,52505181105,2/26/2019,2019,Guam,Oceania,Guam's waters,13.995,145.1,Region,"Sen. Sabina Perez, who introduced the bill to ban scuba fishing, supported by other governmental figures.","Manny Duenas, President of the Guam Fishermen's Co-Op, who opposes the ban and argues it is unnecessary and harmful to fishermen's livelihoods.",1,1,0,0,0,0,1,,0,0,0,0,1,1,0,1,"The event is characterized by verbal disputes and opposition to legislation rather than physical violence, placing it at a low intensity level.","The article discusses a proposed bill in Guam to ban scuba fishing, which has been met with opposition from the Guam Fishermen's Co-Op. The bill aims to protect declining fish stocks that are crucial for coral reef ecosystems, as the senator emphasizes the urgent need to address unsustainable fishing practices. The Fishermen's Co-Op argues that the impact of scuba fishing is minimal due to the low number of fishers and existing restrictions already affecting their livelihoods.",A proposed bill in Guam to ban scuba fishing was been met with opposition from the Guam Fishermen's Co-Op.,0,0,2/1/2019,145.1,14,146,27.61923599243164,2,97.10535536214587,2,27.208433151245117,0.41080284118652344,-1.4
Oceania_No_AUS_NZL_Final,52505183664,4/19/2019,2019,Guam,Oceania,"Tumon Bay Marine Preserve and Piti Bomb Holes Marine Preserve, Guam.",13.473,144.695,District,Conservation officers from the Department of Agriculture in Guam.,"Individuals arrested for illegal fishing and poaching, including Alejandro Evangelista, Jesse Villagomez Jr., Columbus Couler, Ismaen Kaiko, Kesmel Rlki, Rusty Aiken, Ichok Setin, Leandro Reyes, Frankie Peredo, Woodrow Concepcion, Jacob Aquiningoc, and Juan Aquiningoc.",1,0,0,1,0,1,0,,0,0,0,0,0,0,0,2,Arrests,"The article discusses multiple arrests made by conservation officers in Guam for illegal fishing activities within protected marine areas, highlighting issues of poaching and non-compliance with conservation laws.",Multiple arrests were made by conservation officers in Guam for illegal fishing activities within protected marine areas.,0,0,4/1/2019,144.695,14,144,28.396926879882812,2,95.23338339592893,4,27.73539161682129,0.6615352630615234,0.1
Oceania_No_AUS_NZL_Final,40762339910,11/24/2019,2019,Guam,Oceania,"Cocos Lagoon, Merizo, Guam.",13.249,144.662,Town,Merizo residents and local traditional fishermen expressing frustration over fishing restrictions.,U.S. Coast Guard and environmental authorities conducting PCB cleanup and setting fish consumption advisories.,0,0,1,1,0,0,0,,0,0,1,0,0,0,0,1,"The article describes verbal grievances and frustrations of the residents but no physical confrontations, thus it is classified as low-level conflict.","The article discusses a fisheries dispute in Cocos Lagoon, Merizo, related to ongoing PCB contamination and fish consumption advisories that have frustrated local residents, particularly fishermen, who are restricted from fishing due to health concerns. The Coast Guard is conducting cleanup efforts and monitoring the situation to eventually lift consumption advisories.","Ongoing PCB contamination and fish consumption advisories that have frustrated local residents, particularly fishermen, who are restricted from fishing due to health concerns.",0,0,11/1/2019,144.662,14,144,29.428865432739258,2,109.9605240309051,11,28.64068603515625,0.7881793975830078,-0.8
Oceania_No_AUS_NZL_Final,38144430577,1/2/2019,2019,Marshall Islands,Oceania,"Taka Atoll, Marshall Islands, specifically in the territorial waters of the Republic of the Marshall Islands.",11.161,169.598,District,"U.S. Coast Guard, responsible for coordinating the response to the stranded vessel and ensuring the safety of its crew.","Chinese fishing vessel Ou Ya Leng No. 6, a commercial vessel targeting squid in Pacific waters, currently aground in the Marshall Islands.",0,0,0,1,1,1,0,,0,0,0,0,0,0,0,1,"Investigation only, no sign of action taken","The incident involving the grounding of the Chinese-flagged fishing vessel Ou Ya Leng No 6 in the Marshall Islands is being investigated as a crime scene due to the vessel's lack of permission to operate in the country's exclusive economic zone. This raises concerns regarding illegal fishing practices in contested waters, likely fueled by international tensions involving China and the US.",The Chinese-flagged fishing vessel Ou Ya Leng No 6 was grounded in the Marshall Islands due to the vessel's lack of permission to operate in the country's waters.,0,0,1/1/2019,169.598,12,170,27.758953094482422,2,103.05853162211157,1,26.97576904296875,0.7831840515136719,0
Oceania_No_AUS_NZL_Final,40328538526,10/2/2019,2019,Papua New Guinea,Oceania,"Basamuk Bay, Madang province, Papua New Guinea.",-5.214,145.8,District,The local fishing community,Authorities who are concerned about the safety of fish caught in Basamuk Bay following the toxic spill.,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,1,"The event involves a death and public health safety concerns but does not indicate direct physical violence, thus it is rated as low-level conflict regarding the fishing practices.","The fisheries dispute event revolves around the death of a man in Papua New Guinea who consumed a fish caught in a bay contaminated by toxic slurry from a Ramu nickel refinery spill. The incident has spurred local authorities to ban fishing and selling fish in the area pending investigations into the spill's environmental impact and its connection to the man's death, despite the mining company denying responsibility.",Local authorities banne fishing and selling fish in the area of a bay contaminated by toxic slurry from a Ramu nickel refinery spill.,0,0,10/1/2019,145.8,-4,146,29.686628341674805,2,136.79852402026796,10,29.07553482055664,0.6110935211181641,-0.4
Oceania_No_AUS_NZL_Final,38699559964,3/6/2019,2019,Solomon Islands,Oceania,"Kangava Bay, Rennell Island, Solomon Islands.",-11.684,160.273,District,"Local villagers from Matanga, Vangu, Lavangu, and Kangava who rely on fishing for their livelihoods.","The shipping company King Trader and its South Korean insurer, Korea P&I Club, responsible for the oil spill.",1,1,1,0,0,0,0,,0,0,1,1,0,0,0,1,"The situation describes mainly verbal disputes and community frustration without any physical altercations or violence, hence it is coded as low-level.","The article describes a fisheries dispute event stemming from an oil spill caused by the bulk carrier MV Solomon Trader running aground in Kangava Bay, Solomon Islands. The spill has led to the contamination of water and marine life, impacting local fishing practices and creating food shortages among the coastal villagers, who now depend on deliveries from further afield. This incident has generated significant frustration among locals and authorities regarding the slow response from the shipping company and government agencies in managing the disaster.","An oil spill caused by the bulk carrier MV Solomon Trader running aground in Kangava Bay, Solomon Islands has impacted local fishing practices and created food shortages.",0,0,3/1/2019,160.273,-12,160,29.640220642089844,2,46.014575344790615,3,29.142454147338867,0.49776649475097656,-0.3
Oceania_No_AUS_NZL_Final,53225464993,3/1/2024,2019,Papua New Guinea,Oceania,"New Ireland Province, Papua New Guinea, specifically near the Bismarck Sea.",-3.792,152.622,Region,Solwara Warriors and Prime Minister Marape,Deep Sea Mining Operators,0,1,1,0,0,0,0,,0,0,1,1,0,1,0,1,"The level of conflict described is primarily based on activism and campaigning against the mining project, indicating mid-level confrontation such as protests and community resistance without direct physical violence.","With the support of the Solwara Warriors, Prime Minister Marape put a10-year moratorium on sea bed mining in place","With the support of the Solwara Warriors, Prime Minister Marape put a10-year moratorium on sea bed mining in place",0,0,3/1/2024,152.622,-4,152,30.606021881103516,2,72.77633291028587,3,29.310169219970703,1.2958526611328125,-0.3
Oceania_No_AUS_NZL_Final,42127408570,5/16/2020,2020,Nauru,Oceania,"Waters off Nauru, southwest Pacific, and fishing operations in Papua New Guinea.",-0.648,166.974,Country,"Eritara Kaierua, a fisheries observer for the Kiribati government.","The Taiwanese-flagged fishing vessel Win Far 636, operated by a largely Vietnamese crew.",1,1,1,0,1,1,0,,0,0,0,0,0,0,1,3,"The violence score is assigned as high-level (3) due to the brutal murder of Eritara Kaierua, which involved physical harm and ultimately resulted in his death.","The article discusses the murder of fisheries observer Eritara Kaierua aboard the Taiwanese-flagged fishing vessel Win Far 636 while fishing in Papua New Guinea. This incident highlights the dangers and conflicts faced by fisheries observers in the Pacific, emphasizing issues of safety, accountability, and governance in the fishing industry.",Fisheries observer Eritara Kaierua was murdered aboard the Taiwanese-flagged fishing vessel Win Far 636.,0,0,5/1/2020,166.974,0,166,29.756057739257812,2,130.08093477337664,5,28.932661056518555,0.8233966827392578,0.4
Oceania_No_AUS_NZL_Final,42917585816,8/25/2020,2020,Papua New Guinea,Oceania,"Kavieng port, New Ireland province, Papua New Guinea",-2.585,150.789,Town,Papua New Guinea navy,Unidentified foreign vessel with a multinational crew,0,0,0,1,1,1,0,,0,0,0,0,0,0,0,3,Injury,"A confrontation occurred between the Papua New Guinea navy and an unidentified foreign vessel that failed to obey orders to stop. The incident escalated to gunfire, injuring a crew member of the foreign ship, prompting an investigation involving several authorities.",A confrontation occurred between the Papua New Guinea navy and an unidentified foreign vessel that failed to obey orders to stop.,0,0,8/1/2020,150.789,-2,150,30.24907684326172,2,109.16060235624103,8,28.89659309387207,1.3524837493896484,1.1
Oceania_No_AUS_NZL_Final,43584851516,11/17/2020,2020,American Samoa,Oceania,Federal waters around American Samoa,-14.044,-170.298,Region,National Oceanic and Atmospheric Administration (NOAA) and National Marine Fisheries Service (NMFS),American Samoan fishermen and the Department of Marine and Wildlife Resources (DMWR),0,1,0,1,0,0,0,,0,0,1,1,0,0,0,1,"The dispute appears to be primarily administrative and regulatory in nature, involving no physical conflict but rather discussions and comments around fishing limits.",The article discusses a temporary rule implemented by NMFS to establish an interim catch limit for American Samoa bottomfish in response to overfishing concerns. This rule aims to reduce overfishing while balancing socio-economic impacts on fishing communities in American Samoa.,NMFS established an interim catch limit for American Samoa bottomfish in response to overfishing concerns.,0,0,11/1/2020,189.702,-14,190,28.736238479614258,2,32.51888041378068,11,28.32018280029297,0.41605567932128906,0.7
Oceania_No_AUS_NZL_Final,42095222147,5/12/2020,2020,High Seas,Oceania,"Pacific Ocean, near Samoa, and later in South Korea where the surviving crew disembarked.",-12.425,-173.69,International,"Dalian Ocean Fishing, a Chinese fishing company that owns the Long Xing 629.",Indonesian National Police,1,1,0,0,1,1,0,,0,1,1,0,1,0,1,3,"The situation involved severe physical and mental abuse against the fishermen, leading to multiple fatalities and ongoing violations of their rights, indicative of high-level violence.","The article discusses the exploitation and mistreatment of Indonesian fishermen working for the Chinese company Dalian Ocean Fishing aboard the vessel Long Xing 629. Four fishermen died under traumatic conditions during a 13-month trip, facing severe labor abuses, inadequate food, and lack of medical care. The incident has led to investigations by Indonesian and Chinese authorities into the circumstances surrounding their deaths and working conditions. The Dalian vessel also utilized banned fishing gear to target and fin sharks in international waters.","Four fishermen died under traumatic conditions during a 13-month trip aboard the vessel Long Xing 629, facing severe labor abuses, inadequate food, and lack of medical care.",0,1,5/1/2020,186.31,-12,186,29.778305053710938,2,58.03738157215885,5,28.956541061401367,0.8217639923095703,0.4
Oceania_No_AUS_NZL_Final,41562853708,3/7/2020,2020,Multiple,Oceania,"Western Pacific waters, where SPTC operates its fishing vessels.",-11.275,172.145,International,"South Pacific Tuna Corporation (SPTC), a corporation operating a fleet of U.S.-flagged purse seine fishing vessels that fish for tuna.","National Oceanic and Atmospheric Administration Office of Law Enforcement (NOAA OLE), responsible for bringing enforcement actions against SPTC.",1,1,0,0,0,0,0,,0,0,0,0,0,0,0,1,"The article discusses verbal disputes regarding regulatory practices and enforcement without any physical altercations or threats, hence labeled as low-level violence.","The article discusses the grievances of the South Pacific Tuna Corporation (SPTC) concerning administrative enforcement actions taken against them by the NOAA Office of Law Enforcement (OLE). SPTC argues that these actions arise from vague regulations, lack of due process, and unfair investigatory practices, leading to disputes over fishing violations based on outdated evidence and ambiguous definitions.","The South Pacific Tuna Corporation (SPTC) argued they experienced vague regulations, lack of due process, and unfair investigatory practices by the NOAA Office of Law Enforcement (OLE).",0,0,3/1/2020,172.145,-12,172,30.071619033813477,2,82.14845913,3,29.165374755859375,0.9062442779541016,-0.1
Oceania_No_AUS_NZL_Final,43793239656,12/15/2020,2020,Palau,Oceania,"Helen Reef, Palau's territorial waters.",2.875,131.776,District,"The Chinese fishing vessel and its crew, which were intercepted while allegedly engaging in illegal fishing activities.","The government of Palau, which is enforcing its fishing laws and territorial sovereignty against foreign incursions.",0,1,0,1,1,1,0,,0,1,0,0,0,0,0,2,Vessel detained,"A Chinese fishing vessel was detained by Palauan authorities for allegedly illegally harvesting sea cucumber in Palau's territorial waters. This incident has drawn attention due to the diplomatic relationship between Palau, which is allied with Taiwan, and China. The action demonstrates the increasing pressure on Pacific states to monitor their waters against incursions and illegal fishing, highlighting the significance of marine resource management in international relations.",A Chinese fishing vessel was detained by Palauan authorities for allegedly illegally harvesting sea cucumber in Palau's territorial waters.,0,0,12/1/2020,131.776,2,132,30.01943016052246,2,100.42750426881001,12,28.96270179748535,1.0567283630371094,1.8
Oceania_No_AUS_NZL_Final,43770600625,12/10/2020,2020,Papua New Guinea,Oceania,"Daru Island, Papua New Guinea, bordering the Torres Strait.",-9.081,143.208,Town,"The Australian government, represented by Foreign Minister Marise Payne, who is concerned about the impact of Chinese fishing operations on national interests and security.","The Chinese government, specifically through its company Fujian Zhonghong Fishery Company, which is seeking to establish a fishing operation in Papua New Guinea's Western Province, and the Papua New Guinea government",1,1,0,1,1,1,0,,1,1,1,0,0,1,0,1,"The article describes verbal disputes and concerns over national security rather than actual physical confrontations, warranting a low-level violence score.","The article discusses a fisheries dispute between Australia and China concerning the establishment of a Chinese multifunctional fishery industrial park on the PNG island of Daru in the Torres Strait, which raised security concerns for Australia due to the potential for overfishing and the involvement of Chinese vessels, which are suspected of operating under PNG flags in Australian waters. The situation is further complicated by allegations of strategic threats posed by China's maritime militia. PNG's Governor, Toboi Awi Yoto, criticizes Australia for not presenting an alternative to the Chinese investment, accusing them of wanting to maintain the status quo of poverty in the region. ",A dispute between Australia and China concerning the establishment of a Chinese multifunctional fishery industrial park on the PNG island of Daru in the Torres Strait.,0,0,12/1/2020,143.208,-10,144,29.23961067199707,2,134.10766359689075,12,28.626867294311523,0.6127433776855469,1.8
Oceania_No_AUS_NZL_Final,42887148389,8/21/2020,2020,Vanuatu,Oceania,"Pacific waters where the Da Wang operates and transfers cargo, flagged in Vanuatu and registered to Taiwan.",-14.444,171.021,International,"U.S. Customs and Border Protection, a federal agency responsible for managing customs regulations and enforcing laws against human trafficking and forced labor.","Taiwan-based fishing company FCF and its associated vessel Da Wang, which is involved in supplying seafood to the global market.",1,0,0,0,0,0,0,,0,1,1,0,1,0,1,3,"The discussion of severe abuses, beatings, and a worker's death due to mistreatment indicates high-level violence in the context of this fisheries dispute.","The article discusses the U.S. decision to halt imports from the Taiwanese fishing vessel Da Wang due to reports of forced labor and abusive conditions aboard. This action follows a broader investigation into human rights violations in the global fishing industry, particularly involving migrant workers subjected to severe abuse. The story emphasizes the impact of these violations on supply chains and the legal ramifications for companies involved in unethical practices.",The U.S. has halted imports from the Taiwanese fishing vessel Da Wang due to reports of forced labor and abusive conditions aboard.,0,1,8/1/2020,171.021,-14,172,27.968990325927734,2,116.5013115358899,8,26.906997680664062,1.0619926452636719,1.1
Oceania_No_AUS_NZL_Final,45244203573,6/25/2021,2021,Micronesia,Oceania,"Federated States of Micronesia, specifically within its exclusive economic zone.",6.45,158.063,Country,"Taiyo Micronesia Corp, a joint venture between Japanese fishing company Taiyo A & F Corporation and FSM National Fisheries Corporation.",Federated States of Micronesia government authorities and the judicial system.,1,1,0,0,1,1,0,,0,1,0,0,0,0,0,2,Legal charges,"Taiyo Micronesia Corp, a joint venture between a Japanese fishing company and a local entity, is facing legal charges related to illegal practices in fishing, including unlawfully removing shark fins and hindering official fish sampling procedures, which has sparked a fisheries dispute in the Federated States of Micronesia.",Taiyo Micronesia Corp was accused of unlawfully removing shark fins and hindering official fish sampling procedures.,0,0,6/1/2021,158.063,6,158,29.583953857421875,2,50.519994235874165,6,29.020721435546875,0.563232422,0.4
Oceania_No_AUS_NZL_Final,46365704567,11/18/2021,2021,American Samoa,Oceania,"Pago Pago Harbor, American Samoa.",-14.844,-169.925,International,JM Fisheries LLC and G.S. Fisheries Inc. are commercial fishing companies based in San Diego.,"The U.S. Department of Justice, overseeing the enforcement of Clean Water Act violations.",0,0,1,0,0,0,0,,0,0,0,0,0,0,0,2,Fines,"The article describes a fisheries dispute event involving JM Fisheries LLC and G.S. Fisheries Inc. regarding oil pollution violations from their commercial fishing vessel, Capt. Vincent Gann, which led to a civil complaint filed by the U.S. Department of Justice and a settlement agreement to resolve claims related to discharges of oil into Pago Pago Harbor.","JM Fisheries LLC and G.S. Fisheries Inc. were in a dispute regarding oil pollution violations from their commercial fishing vessel, Capt. Vincent Gann.",0,0,11/1/2021,190.075,-14,190,28.691282272338867,2,94.19542411,11,28.322673797607422,0.3686084747314453,1
Oceania_No_AUS_NZL_Final,49307268926,8/4/2021,2021,Fiji,Oceania,"Pacific Ocean, involving fishing operations based out of Fiji.",-15.648,174.089,International,"The operator of the Hangton No. 112, a Chinese national, who is accused of forcing migrant workers into labor conditions defined as forced labor under international standards.","U.S. Customs and Border Protection agency, responsible for halting the import of the vessel's seafood due to labor violation concerns.",0,0,0,0,1,0,0,,0,1,1,0,1,0,1,1,"The article describes serious allegations but does not indicate physical violence; rather, it discusses abuses that are characterized more as labor exploitation than violent conflict.","The article discusses a fisheries dispute involving the Hangton No. 112, a tuna fishing boat operated by a Chinese national, accused of utilizing forced labor within its crew. The U.S. Customs and Border Protection (CBP) has blocked the import of seafood from this vessel after finding credible evidence of human rights abuses against migrant workers.",The U.S. Customs and Border Protection (CBP) has blocked the import of seafood from the Hangton No. 112 for utilizing forced labor.,0,1,8/1/2021,174.089,-16,174,26.89137840270996,2,40.28204020418315,8,26.12837791442871,0.763000488,0.6
Oceania_No_AUS_NZL_Final,44091206857,1/25/2021,2021,Vanuatu,Oceania,Vanuatu's northern waters near the Torres islands and the capital Port Vila.,-12.57,166.955,Region,"Vanuatu authorities, including the department of fisheries and police maritime wing, responsible for monitoring and detaining the Chinese fishing vessels.","The Chinese fishing vessels Dong Gang Xing 13 and Dong Gang Xing 16, accused of illegal fishing activities in Vanuatu's waters.",0,0,0,1,1,1,0,,0,0,0,0,0,1,0,2,Confiscation,"The article discusses the detention of two Chinese fishing vessels by Vanuatu authorities amid allegations of illegal fishing within Vanuatu's territorial waters. This incident marks a notable event in the larger context of illegal fishing practices involving Chinese vessels in the Pacific region, highlighting tensions around fishery governance and territorial integrity among nations.",Two Chinese fishing vessels weredetained by Vanuatu authorities amid allegations of illegal fishing within Vanuatu's territorial waters.,0,0,1/1/2021,166.955,-12,166,29.882020950317383,2,121.58572901256642,1,29.138957977294922,0.7430629730224609,1.9
Oceania_No_AUS_NZL_Final,47881393326,6/1/2022,2022,Niue,Oceania,"Niue, an island country in the South Pacific located north of New Zealand.",-19.069,-169.831,Country,"The government of Niue, which is taking proactive measures to protect its marine biodiversity and establish a sustainable fishing environment.","Individuals or groups who might infringe upon the marine park regulations, potentially including illegal fishers or tourists.",0,1,1,1,0,0,0,,1,0,0,0,0,0,0,1,"The article describes regulatory measures and fines but does not mention any violent confrontations; thus, the dispute is categorized as low-level in terms of violence.","The article describes Niue's efforts to protect its marine environment by establishing a multi-purpose marine park called 'Niue Nukutuluea' that aims to safeguard 100% of its ocean. This initiative is a response to threats like overfishing and climate change, and violators can face hefty fines.",Niue established a multi-purpose marine park called 'Niue Nukutuluea' that aims to safeguard 100% of its ocean.,0,0,6/1/2022,190.169,-20,190,26.768688201904297,2,105.02641489405292,6,25.493703842163086,1.274984359741211,1.7
Oceania_No_AUS_NZL_Final,48573074450,8/25/2022,2022,Papua New Guinea,Oceania,"Waters of Papua New Guinea, specifically near Merauke, Papua, Indonesia.",-9.322,141.11,District,"Indonesian government and its affected fishermen from the vessels MV Calvin 02, MV Arsila 77, MV Baraka Paris",Papua New Guinea government and its security forces.,1,0,0,1,1,1,0,,0,0,0,0,0,0,0,3,"The event resulted in a fatal shooting, which constitutes a high-level of violence (score 3), given the death of the fisherman.","A fisheries dispute occurred between Indonesia and Papua New Guinea (PNG) following the fatal shooting of an Indonesian fisherman, Sugeng, by PNG security forces while he was allegedly fishing in PNG waters on the MV Calvin 02. The Indonesian government seeks accountability and further investigation into the incident, including the detention of additional Indonesian fishing boats (MV Arsila 77 and MV Baraka Paris) and crew by PNG authorities.","An Indonesian fisherman, Sugeng,  was shot by by PNG security forces while he was allegedly fishing in PNG waters on the MV Calvin 02, other vessels were detained.",0,0,8/1/2022,141.11,-10,142,26.519386291503906,2,123.29436057463927,8,25.23299789428711,1.2863883972167969,1
Oceania_No_AUS_NZL_Final,48617254405,8/29/2022,2022,Solomon Islands,Oceania,"Honiara, Solomon Islands",-8.604,159.198,Country,"The United States, particularly the US Coast Guard and Navy, and their allies involved in regional fisheries enforcement and humanitarian missions.","The Solomon Islands government, led by Prime Minister Manasseh Sogavare, which has formed a security pact with China and imposed the naval moratorium.",1,0,0,0,0,1,0,,0,0,0,0,0,1,0,1,"The situation described involves diplomatic tensions and verbal disputes but no physical violence, therefore it is rated as low-level (1).","The article discusses a moratorium imposed by the Solomon Islands government on naval vessels entering its ports amid rising tensions with the US and its allies, following a security pact with China. The government cited the need to review approval procedures for such visits, which has affected foreign naval ship operations, including a US Coast Guard vessel engaged in monitoring illegal fishing.","The Solomon Islands government imposed a moratorium on naval vessels entering its ports amid rising tensions with the US and its allies, following a security pact with China.",0,0,8/1/2022,159.198,-8,160,29.26894760131836,2,110.89449586895182,8,28.299692153930664,0.9692554473876953,1
Oceania_No_AUS_NZL_Final,49793438343,12/16/2022,2022,American Samoa,Oceania,Territorial waters of American Samoa.,-14.153,-170.668,Region,"Territory of American Samoa, represented by its government and the Governor's Office, advocating for local fishing rights.","U.S National Marine Fisheries Service (NMFS), a federal agency responsible for the management and conservation of marine resources, including the regulation of the LVPA.",1,0,0,1,1,0,0,,0,0,0,0,1,0,0,1,"The legal proceedings surrounding the dispute involve no physical actions and are limited to verbal and legal complaints; thus, the violence score is low.","The Fisheries Dispute Event centers around a legal battle between the Territory of American Samoa and the U.S National Marine Fisheries Service regarding the Large Vessel Protected Area (LVPA). This dispute arose when NMFS reduced the LVPA's boundaries from 50 miles to 12, a decision that American Samoa claims threatens their cultural fishing rights and was made arbitrarily.",The NMFS reduced the Large Vessel Protected Area's (LVPA) boundaries from 50 miles to 12.,0,0,12/1/2022,189.332,-14,190,28.96320152282715,2,74.02912103027616,12,28.62744903564453,0.3357524871826172,2.1
Oceania_No_AUS_NZL_Final,47304546473,3/19/2022,2022,Guam,Oceania,"South Pacific District Court, likely situated in a coastal area where commercial fishing is practiced.",13.784,144.91,Region,"Rudy M. Johanson, who has been arraigned for using unlawful gear in commercial fishing.",The local regulatory authorities or courts that oversee fishing practices and enforce the laws against illegal fishing.,0,1,0,0,0,1,1,,0,0,0,0,0,0,0,2,Legal charges,"The article details various court hearings and actions related to individuals charged with multiple offenses, including fishery-related violations. One specific individual faces charges for using unlawful gear while commercial fishing, indicating a dispute surrounding legal fishing practices in the area.",An individual faces charges for using unlawful gear while commercial fishing.,0,0,3/1/2022,144.91,14,144,28.23453712463379,2,101.12129384132793,3,27.267927169799805,0.9666099548339844,1.8
Oceania_No_AUS_NZL_Final,49792916505,12/19/2022,2022,Guam,Oceania,"Piti Bomb Hole Marine Preserve Area, specifically between Pedro Santos Park and USO Beach.",13.473,144.697,Town,"Timothy Terry, a 41-year-old man arrested for illegal fishing activities, and another unidentified individual who evaded arrest and is under investigation.",Conservation Officers,0,0,1,1,0,1,0,,0,0,0,0,0,0,0,2,Arrest,"The article discusses an illegal fishing incident resulting in the arrest of one individual and an ongoing investigation of another. Conservation officers were monitoring the Piti Bomb Hole Marine Preserve Area during a night patrol when they discovered two individuals engaged in spearfishing, a prohibited activity within the marine preserve.",Conservation officers were monitoring the Piti Bomb Hole Marine Preserve Area during a night patrol when they discovered two individuals engaged in spearfishing.,0,0,12/1/2022,144.697,14,144,29.151100158691406,2,95.40376468,12,28.19489860534668,0.9562015533447266,2.1
